央视频道,#genre#
2026-8-9 11:01:48,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=e1257bca675cb8b10a8b39fc676c9add&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260809065635&Channel_ID=0116_2600034600-99000-201600010031940&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=36.133.97.113&SecurityKey=20260809065635&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.0-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=187881c83bfdc22c05fadc1da011e1a3&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=eb99b5a443cca2f26c4ea9df57800887
CCTV1综合,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=e1257bca675cb8b10a8b39fc676c9add&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260809065635&Channel_ID=0116_2600034600-99000-201600010031940&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=36.133.97.113&SecurityKey=20260809065635&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.0-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=187881c83bfdc22c05fadc1da011e1a3&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=eb99b5a443cca2f26c4ea9df57800887
CCTV1综合,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=e1257bca675cb8b10a8b39fc676c9add&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260809065604&Channel_ID=0116_2600034600-99000-201600010022918&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=36.133.97.113&SecurityKey=20260809065604&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.0-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=3368ea90215c7883d4d9d6a4a7a95e2f&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2804f097f69c96bd3b9bfcb700e06096
CCTV1综合,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=e1257bca675cb8b10a8b39fc676c9add&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260809065317&Channel_ID=0116_2600034600-99000-201600010020318&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=113.201.105.187&SecurityKey=20260809065317&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.0-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=85389b9eaae26d968a18a240ab6c9815&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=ebcda5532ce75e9e761f9c1fe6a1ec8b
CCTV1综合,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=e1257bca675cb8b10a8b39fc676c9add&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260809065247&Channel_ID=0116_2600034600-99000-201600010031403&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=113.201.105.186&SecurityKey=20260809065247&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.0-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=a5e7670f2b84762fc0282a5b2e9ce87c&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9e03394c4a7c66e97fe5825bb1677ac5
CCTV1综合,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=c5d4e56e2606a2da55d256bc72021e78&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260809064042&Channel_ID=0116_2600034600-99000-201600010076891&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=113.201.105.174&SecurityKey=20260809064042&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.0-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=4718ed40d65eb374b1d8751843cd877b&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=ade8c5363eea8213aa1d7c2b28fb1400
CCTV1综合,http://txycdn1.video.qq.com/1755328502.m3u8?time=1786231472&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgINwbqmBpBHgug2nPKrQI3lhuzh1swNs5mRVMKHE8mLn3EGHwozQyeGFr26k-7JpxUZMBcGe8FuzG0ASw00gATArozlARRdyNLBqx7cLtoV6JGT4lHoDOTNv7SgkU9gUqPu-lRMjEnywsib3WcgDYFIhjPRCSehd99KBOfIOf7e7hxKDBy8hbSXh7a0zFZTU6373sJ149VmJeCNBuQLSskFviZka--KixEHL1C0g9ElUgXdRJmoC6kC_hTdnVAHXl3ixmLMK6vJp0WDdW12iUO41wksz7lem7u-3tcUU3GvTyXMeP3kkPXJxSqkmChznuu-iP7UyxpA01Byz5TuL7nVytdOtPeSfz0BbJwguSu7YoH3hxizt5Ff9OA1kNG1TkAdWzKsgjxK8MbyvVKK8qAZxrwaSYXwdvnShbpl6-g5bsv8orbd8p_4yqFRE5VNk1w78OxGW6ZlQh8ucL7bnUVFfFm_RK6X99n4X2NpqZT66BaeeSE3BM5aNhK8EKncm1_HkP1oUx4mj2--hl-k6N12TfmlEGXL0nId3uf_5PrtuQ4hao&drmtype=0
CCTV1综合,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV2财经,http://pull-hls-f1.douyincdn.com/media/stream-407987562509501100/playlist.m3u8?keeptime=00093a80&wsSecret=441a920f31abdd13598c6fa4879136c0&wsTime=6a755863&major_anchor_level=common&exp_hrchy=w1&arch_hrchy=w1&t_id=037-20260807120035BAE8C09ED7FE68A518B5-LmuuPy
CCTV2财经,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/1500/01.m3u8?msisdn=6006d42a71b8d6f7ca386cd9c1ce2e98&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260809062339&Channel_ID=0116_2600034600-99000-201600010010882&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=124.89.83.168&SecurityKey=20260809062339&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=ZQ-A1-9.8.0-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=09398b01365778d30450758c5ff808c3&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c577346e2a813135e73e7c220d22ee6c
